2023-04-25 13:29:24.581 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.0.Final
2023-04-25 14:32:39.744 [main] INFO  top.lilong.ServerApplication - Started ServerApplication in 5.34 seconds (process running for 6.31)
2023-04-25 14:32:39.786 [http-nio-8080-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-04-25 14:32:39.786 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2023-04-25 14:32:39.787 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 0 ms
2023-04-25 14:32:40.426 [http-nio-8080-exec-2] INFO  com.zaxxer.hikari.HikariDataSource - MakuHikariCP - Starting...
2023-04-25 14:32:40.569 [http-nio-8080-exec-2] INFO  com.zaxxer.hikari.pool.HikariPool - MakuHikariCP - Added connection com.mysql.cj.jdbc.ConnectionImpl@60f736c5
2023-04-25 14:32:40.570 [http-nio-8080-exec-2] INFO  com.zaxxer.hikari.HikariDataSource - MakuHikariCP - Start completed.
2023-04-25 14:48:59.872 [SpringApplicationShutdownHook] INFO  c.a.c.s.boot.oss.context.OssApplicationListener - 0 OSSClients will be shutdown soon
2023-04-25 14:48:59.929 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - MakuHikariCP - Shutdown initiated...
2023-04-25 14:48:59.934 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - MakuHikariCP - Shutdown completed.
2023-04-25 14:49:05.005 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.0.Final
2023-04-25 14:49:05.040 [main] INFO  top.lilong.ServerApplication - Starting ServerApplication using Java 17.0.5 with PID 13916 (E:\nangong\大三\practise\api-boot2\api-server\target\classes started by 李龙 in E:\nangong\大三\practise\api-boot2)
2023-04-25 14:49:05.042 [main] INFO  top.lilong.ServerApplication - The following 1 profile is active: "dev"
2023-04-25 14:49:05.758 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2023-04-25 14:49:05.761 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2023-04-25 14:49:05.792 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 18 ms. Found 0 Redis repository interfaces.
2023-04-25 14:49:06.370 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2023-04-25 14:49:06.376 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2023-04-25 14:49:06.377 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2023-04-25 14:49:06.377 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.7]
2023-04-25 14:49:06.473 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2023-04-25 14:49:06.473 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1395 ms
2023-04-25 14:49:08.166 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@67d180e4, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@54e18a46, org.springframework.security.web.context.SecurityContextHolderFilter@6f785a27, org.springframework.security.web.header.HeaderWriterFilter@4c9ef9c9, org.springframework.security.web.authentication.logout.LogoutFilter@771afdd5, top.lilong.security.filter.AuthenticationTokenFilter@27502e5c, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@8f09a02, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@5454be, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@1293f8d7, org.springframework.security.web.session.SessionManagementFilter@14fff5e7, org.springframework.security.web.access.ExceptionTranslationFilter@62de20d3, org.springframework.security.web.access.intercept.AuthorizationFilter@78e97d4d]
2023-04-25 14:49:08.545 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2023-04-25 14:49:08.566 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2023-04-25 14:49:08.576 [main] INFO  top.lilong.ServerApplication - Started ServerApplication in 3.943 seconds (process running for 4.841)
2023-04-25 14:49:10.931 [http-nio-8080-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-04-25 14:49:10.931 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2023-04-25 14:49:10.932 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2023-04-25 14:49:11.634 [http-nio-8080-exec-3] INFO  com.zaxxer.hikari.HikariDataSource - MakuHikariCP - Starting...
2023-04-25 14:49:11.774 [http-nio-8080-exec-3] INFO  com.zaxxer.hikari.pool.HikariPool - MakuHikariCP - Added connection com.mysql.cj.jdbc.ConnectionImpl@6cd560d9
2023-04-25 14:49:11.775 [http-nio-8080-exec-3] INFO  com.zaxxer.hikari.HikariDataSource - MakuHikariCP - Start completed.
2023-04-25 15:36:31.701 [SpringApplicationShutdownHook] INFO  c.a.c.s.boot.oss.context.OssApplicationListener - 0 OSSClients will be shutdown soon
2023-04-25 15:36:31.774 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - MakuHikariCP - Shutdown initiated...
2023-04-25 15:36:31.775 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - MakuHikariCP - Shutdown completed.
2023-04-25 15:36:35.456 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.0.Final
2023-04-25 15:36:35.521 [main] INFO  top.lilong.ServerApplication - Starting ServerApplication using Java 17.0.5 with PID 35076 (E:\nangong\大三\practise\api-boot2\api-server\target\classes started by 李龙 in E:\nangong\大三\practise\api-boot2)
2023-04-25 15:36:35.523 [main] INFO  top.lilong.ServerApplication - The following 1 profile is active: "dev"
2023-04-25 15:36:36.324 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2023-04-25 15:36:36.326 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2023-04-25 15:36:36.359 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 21 ms. Found 0 Redis repository interfaces.
2023-04-25 15:36:36.959 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2023-04-25 15:36:36.967 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2023-04-25 15:36:36.967 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2023-04-25 15:36:36.968 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.7]
2023-04-25 15:36:37.055 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2023-04-25 15:36:37.055 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1496 ms
2023-04-25 15:36:39.194 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@758d4aa9, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@78e97d4d, org.springframework.security.web.context.SecurityContextHolderFilter@123c48d0, org.springframework.security.web.header.HeaderWriterFilter@6c56fff, org.springframework.security.web.authentication.logout.LogoutFilter@119f072c, top.lilong.security.filter.AuthenticationTokenFilter@27502e5c, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@1203d787, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@1f72fbd1, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@7096d451, org.springframework.security.web.session.SessionManagementFilter@2b15ba1a, org.springframework.security.web.access.ExceptionTranslationFilter@18f8e2e0, org.springframework.security.web.access.intercept.AuthorizationFilter@46a97805]
2023-04-25 15:36:39.554 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2023-04-25 15:36:39.573 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2023-04-25 15:36:39.583 [main] INFO  top.lilong.ServerApplication - Started ServerApplication in 4.525 seconds (process running for 5.489)
2023-04-25 15:36:47.297 [http-nio-8080-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-04-25 15:36:47.298 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2023-04-25 15:36:47.299 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2023-04-25 15:36:53.671 [http-nio-8080-exec-14] INFO  com.zaxxer.hikari.HikariDataSource - MakuHikariCP - Starting...
2023-04-25 15:36:53.861 [http-nio-8080-exec-14] INFO  com.zaxxer.hikari.pool.HikariPool - MakuHikariCP - Added connection com.mysql.cj.jdbc.ConnectionImpl@5cda28dc
2023-04-25 15:36:53.863 [http-nio-8080-exec-14] INFO  com.zaxxer.hikari.HikariDataSource - MakuHikariCP - Start completed.
2023-04-25 16:13:24.700 [SpringApplicationShutdownHook] INFO  c.a.c.s.boot.oss.context.OssApplicationListener - 0 OSSClients will be shutdown soon
2023-04-25 16:13:24.760 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - MakuHikariCP - Shutdown initiated...
2023-04-25 16:13:24.762 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - MakuHikariCP - Shutdown completed.
2023-04-25 16:13:30.979 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.0.Final
2023-04-25 16:13:31.039 [main] INFO  top.lilong.ServerApplication - Starting ServerApplication using Java 17.0.5 with PID 16568 (E:\nangong\大三\practise\api-boot2\api-server\target\classes started by 李龙 in E:\nangong\大三\practise\api-boot2)
2023-04-25 16:13:31.040 [main] INFO  top.lilong.ServerApplication - The following 1 profile is active: "dev"
2023-04-25 16:13:31.895 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2023-04-25 16:13:31.897 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2023-04-25 16:13:31.927 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 17 ms. Found 0 Redis repository interfaces.
2023-04-25 16:13:32.546 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2023-04-25 16:13:32.553 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2023-04-25 16:13:32.554 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2023-04-25 16:13:32.554 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.7]
2023-04-25 16:13:32.647 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2023-04-25 16:13:32.648 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1562 ms
2023-04-25 16:13:34.378 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@6abd8bcd, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@70cd122, org.springframework.security.web.context.SecurityContextHolderFilter@36453773, org.springframework.security.web.header.HeaderWriterFilter@2a0c244e, org.springframework.security.web.authentication.logout.LogoutFilter@37dec463, top.lilong.security.filter.AuthenticationTokenFilter@12214f2f, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@6abb44cb, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@41ddec69, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@79424f25, org.springframework.security.web.session.SessionManagementFilter@24cbf894, org.springframework.security.web.access.ExceptionTranslationFilter@13ebccd, org.springframework.security.web.access.intercept.AuthorizationFilter@45451333]
2023-04-25 16:13:34.729 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2023-04-25 16:13:34.751 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2023-04-25 16:13:34.760 [main] INFO  top.lilong.ServerApplication - Started ServerApplication in 4.281 seconds (process running for 5.277)
2023-04-25 16:32:01.623 [http-nio-8080-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-04-25 16:32:01.623 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2023-04-25 16:32:01.626 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 2 ms
2023-04-25 16:32:02.336 [http-nio-8080-exec-2] INFO  com.zaxxer.hikari.HikariDataSource - MakuHikariCP - Starting...
2023-04-25 16:32:02.492 [http-nio-8080-exec-2] INFO  com.zaxxer.hikari.pool.HikariPool - MakuHikariCP - Added connection com.mysql.cj.jdbc.ConnectionImpl@73062085
2023-04-25 16:32:02.493 [http-nio-8080-exec-2] INFO  com.zaxxer.hikari.HikariDataSource - MakuHikariCP - Start completed.
2023-04-25 17:10:59.151 [SpringApplicationShutdownHook] INFO  c.a.c.s.boot.oss.context.OssApplicationListener - 0 OSSClients will be shutdown soon
2023-04-25 17:10:59.216 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - MakuHikariCP - Shutdown initiated...
2023-04-25 17:10:59.218 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - MakuHikariCP - Shutdown completed.
2023-04-25 17:11:05.185 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.0.Final
2023-04-25 17:11:05.238 [main] INFO  top.lilong.ServerApplication - Starting ServerApplication using Java 17.0.5 with PID 20076 (E:\nangong\大三\practise\api-boot2\api-server\target\classes started by 李龙 in E:\nangong\大三\practise\api-boot2)
2023-04-25 17:11:05.239 [main] INFO  top.lilong.ServerApplication - The following 1 profile is active: "dev"
2023-04-25 17:11:05.978 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2023-04-25 17:11:05.980 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2023-04-25 17:11:06.011 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 19 ms. Found 0 Redis repository interfaces.
2023-04-25 17:11:06.688 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2023-04-25 17:11:06.697 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2023-04-25 17:11:06.698 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2023-04-25 17:11:06.698 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.7]
2023-04-25 17:11:06.795 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2023-04-25 17:11:06.795 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1520 ms
2023-04-25 17:11:08.698 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@5fd4e67f, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@59b1edab, org.springframework.security.web.context.SecurityContextHolderFilter@41ddec69, org.springframework.security.web.header.HeaderWriterFilter@1136122a, org.springframework.security.web.authentication.logout.LogoutFilter@30a791a6, top.lilong.security.filter.AuthenticationTokenFilter@7de6549d, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@18f8e2e0, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@28d56028, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@3855b27e, org.springframework.security.web.session.SessionManagementFilter@36453773, org.springframework.security.web.access.ExceptionTranslationFilter@2f60e66a, org.springframework.security.web.access.intercept.AuthorizationFilter@6abd8bcd]
2023-04-25 17:11:09.050 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2023-04-25 17:11:09.070 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2023-04-25 17:11:09.078 [main] INFO  top.lilong.ServerApplication - Started ServerApplication in 4.28 seconds (process running for 5.319)
2023-04-25 17:11:17.354 [http-nio-8080-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-04-25 17:11:17.354 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2023-04-25 17:11:17.356 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2023-04-25 17:11:18.038 [http-nio-8080-exec-2] INFO  com.zaxxer.hikari.HikariDataSource - MakuHikariCP - Starting...
2023-04-25 17:11:18.176 [http-nio-8080-exec-2] INFO  com.zaxxer.hikari.pool.HikariPool - MakuHikariCP - Added connection com.mysql.cj.jdbc.ConnectionImpl@1e946f45
2023-04-25 17:11:18.177 [http-nio-8080-exec-2] INFO  com.zaxxer.hikari.HikariDataSource - MakuHikariCP - Start completed.
2023-04-25 18:10:38.407 [SpringApplicationShutdownHook] INFO  c.a.c.s.boot.oss.context.OssApplicationListener - 0 OSSClients will be shutdown soon
2023-04-25 18:10:38.462 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - MakuHikariCP - Shutdown initiated...
2023-04-25 18:10:38.463 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - MakuHikariCP - Shutdown completed.
2023-04-25 18:10:41.829 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.0.Final
2023-04-25 18:10:41.870 [main] INFO  top.lilong.ServerApplication - Starting ServerApplication using Java 17.0.5 with PID 34204 (E:\nangong\大三\practise\api-boot2\api-server\target\classes started by 李龙 in E:\nangong\大三\practise\api-boot2)
2023-04-25 18:10:41.871 [main] INFO  top.lilong.ServerApplication - The following 1 profile is active: "dev"
2023-04-25 18:10:42.574 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2023-04-25 18:10:42.576 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2023-04-25 18:10:42.604 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 18 ms. Found 0 Redis repository interfaces.
2023-04-25 18:10:43.179 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2023-04-25 18:10:43.187 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2023-04-25 18:10:43.187 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2023-04-25 18:10:43.188 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.7]
2023-04-25 18:10:43.269 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2023-04-25 18:10:43.270 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1366 ms
2023-04-25 18:10:44.979 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@3855b27e, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@5305f936, org.springframework.security.web.context.SecurityContextHolderFilter@18f8e2e0, org.springframework.security.web.header.HeaderWriterFilter@72288480, org.springframework.security.web.authentication.logout.LogoutFilter@5981f2c6, top.lilong.security.filter.AuthenticationTokenFilter@11574592, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@6c56fff, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@3dee3a6c, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@2b1a1a37, org.springframework.security.web.session.SessionManagementFilter@6abb44cb, org.springframework.security.web.access.ExceptionTranslationFilter@1136122a, org.springframework.security.web.access.intercept.AuthorizationFilter@79424f25]
2023-04-25 18:10:45.368 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2023-04-25 18:10:45.386 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2023-04-25 18:10:45.394 [main] INFO  top.lilong.ServerApplication - Started ServerApplication in 3.938 seconds (process running for 4.895)
2023-04-25 18:10:47.318 [http-nio-8080-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-04-25 18:10:47.319 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2023-04-25 18:10:47.320 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2023-04-25 18:10:52.069 [http-nio-8080-exec-8] INFO  com.zaxxer.hikari.HikariDataSource - MakuHikariCP - Starting...
2023-04-25 18:10:52.268 [http-nio-8080-exec-8] INFO  com.zaxxer.hikari.pool.HikariPool - MakuHikariCP - Added connection com.mysql.cj.jdbc.ConnectionImpl@2f661726
2023-04-25 18:10:52.270 [http-nio-8080-exec-8] INFO  com.zaxxer.hikari.HikariDataSource - MakuHikariCP - Start completed.
2023-04-25 18:11:27.574 [SpringApplicationShutdownHook] INFO  c.a.c.s.boot.oss.context.OssApplicationListener - 0 OSSClients will be shutdown soon
2023-04-25 18:11:27.633 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - MakuHikariCP - Shutdown initiated...
2023-04-25 18:11:27.638 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - MakuHikariCP - Shutdown completed.
2023-04-25 18:11:30.832 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.0.Final
2023-04-25 18:11:30.873 [main] INFO  top.lilong.ServerApplication - Starting ServerApplication using Java 17.0.5 with PID 29336 (E:\nangong\大三\practise\api-boot2\api-server\target\classes started by 李龙 in E:\nangong\大三\practise\api-boot2)
2023-04-25 18:11:30.874 [main] INFO  top.lilong.ServerApplication - The following 1 profile is active: "dev"
2023-04-25 18:11:31.573 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2023-04-25 18:11:31.575 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2023-04-25 18:11:31.614 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 27 ms. Found 0 Redis repository interfaces.
2023-04-25 18:11:32.203 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2023-04-25 18:11:32.210 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2023-04-25 18:11:32.211 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2023-04-25 18:11:32.211 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.7]
2023-04-25 18:11:32.286 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2023-04-25 18:11:32.286 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1381 ms
2023-04-25 18:11:33.935 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@3bf26810, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@19213a74, org.springframework.security.web.context.SecurityContextHolderFilter@4ea43d4d, org.springframework.security.web.header.HeaderWriterFilter@6104691c, org.springframework.security.web.authentication.logout.LogoutFilter@123c48d0, top.lilong.security.filter.AuthenticationTokenFilter@6f289728, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@2ee095c9, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@185a0811, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@30a791a6, org.springframework.security.web.session.SessionManagementFilter@1136122a, org.springframework.security.web.access.ExceptionTranslationFilter@6a07e6ca, org.springframework.security.web.access.intercept.AuthorizationFilter@5454be]
2023-04-25 18:11:34.277 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2023-04-25 18:11:34.295 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2023-04-25 18:11:34.304 [main] INFO  top.lilong.ServerApplication - Started ServerApplication in 3.832 seconds (process running for 4.694)
2023-04-25 18:11:46.005 [http-nio-8080-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-04-25 18:11:46.009 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2023-04-25 18:11:46.013 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 3 ms
2023-04-25 18:11:47.050 [http-nio-8080-exec-3] INFO  com.zaxxer.hikari.HikariDataSource - MakuHikariCP - Starting...
2023-04-25 18:11:47.229 [http-nio-8080-exec-3] INFO  com.zaxxer.hikari.pool.HikariPool - MakuHikariCP - Added connection com.mysql.cj.jdbc.ConnectionImpl@6cd560d9
2023-04-25 18:11:47.231 [http-nio-8080-exec-3] INFO  com.zaxxer.hikari.HikariDataSource - MakuHikariCP - Start completed.
2023-04-25 18:12:27.408 [SpringApplicationShutdownHook] INFO  c.a.c.s.boot.oss.context.OssApplicationListener - 0 OSSClients will be shutdown soon
2023-04-25 18:12:27.466 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - MakuHikariCP - Shutdown initiated...
